gene_id	gene_name	GM12878_REP1	GM12878_REP2	H1_REP1	H1_REP2	K562_REP1	K562_REP2	MCF7_REP1	MCF7_REP2
ENSG00000171396	KRTAP4-4	0	0	0	1	0	0	0	0
ENSG00000171401	KRT13	0	0	7	3	0	25	1489.273	2302.601
ENSG00000171402	XAGE3	0	0	0	1	0	0	1	0
ENSG00000171403	KRT9	0	0	0	0	0	0	28	19
ENSG00000171405	XAGE5	0	0	0	0	0	0	0	0
ENSG00000171408	PDE7B	0	0	2	0	0	0	61.31	40.698
ENSG00000171421	MRPL36	3657.999	3444.001	2155.333	1914.755	3462	4463	1431.356	1688.798
ENSG00000171425	ZNF581	2065.632	2319.54	5453.044	6071.033	1076.097	1335.176	518.167	624.086
ENSG00000171428	NAT1	622	575	386.083	165	593.999	568.999	1251.018	1353
ENSG00000171431	KRT20	0	0	0	0	0	0	37	42
ENSG00000171433	GLOD5	0	0	10	6	34	69	17	32
ENSG00000171435	KSR2	11	14	844.251	656.182	0	0	1770.175	1929.256
ENSG00000171443	ZNF524	689	717	326	390.003	618	736	111	163
ENSG00000171444	MCC	34	32.013	1691.109	1291.473	29.291	21	1887.764	1793.272
ENSG00000171446	KRT27	0	0	0	0	0	2	0	0
ENSG00000171448	ZBTB26	1539	1075	1535	803	2009	2471	5408.064	4712.876
ENSG00000171450	CDK5R2	0	0	27	21	0	0	15	9
ENSG00000171451	DSEL	2.002	1	2139.79	1150.987	0	5	164.167	145.875
ENSG00000171453	POLR1C	2782.159	2648.215	2995.465	1808.557	6147.66	7003.289	3943.426	4098.513
ENSG00000171456	ASXL1	10304	10588.001	3612.523	2599.88	6372.999	8580.196	8641.359	7717.093
ENSG00000171459	OR1L6	0	0	0	0	0	0	0	0
ENSG00000171462	DLK2	39	19	68	112.963	49	36	42	38
ENSG00000171466	ZNF562	1175.999	1184.999	46.008	28	2885.055	3485.39	2584.322	2589.397
ENSG00000171467	ZNF318	5479.037	5373.002	3693.182	2842.703	3049.164	4429	5125.615	4754.112
ENSG00000171469	ZNF561	1459.999	1435	4663.024	2524.059	1525.407	1591.99	3557.048	2774.812
ENSG00000171471	MAP1LC3B2	4.459	0	5.03	1.116	18.856	3.528	64.699	11.554
ENSG00000171475	WIPF2	2056.91	2243.283	2198.912	1870.292	1856.874	2496.667	3305.246	2864.734
ENSG00000171476	HOPX	0	18	1	0	2.002	0	8.922	5.016
ENSG00000171478	SPACA5B	0	0	0	0	0	0	0	0
ENSG00000171481	OR1L3	0	0	0	0	0	0	0	0
ENSG00000171483	SSX6	0	1	1.017	0	123.523	276.99	1	0
ENSG00000171484	OR1B1	0	0	0	1	0	0	0	2
ENSG00000171487	NLRP5	0	0	0	0	0	14	4	3
ENSG00000171488	LRRC8C	2642	2159.999	515.128	348.007	970.222	1194	674.167	558.933
ENSG00000171489	SPACA5	0	1	8	4	0	0	2	1
ENSG00000171490	RSL1D1	14416	12529.549	4710.393	2690.102	18884.513	26129.998	21223.873	19317.447
ENSG00000171492	LRRC8D	3573.999	3387	5202.559	3409.197	2320.001	3167.999	3123	3164.875
ENSG00000171495	MROH2B	0	0	0	0	0	0	0	1
ENSG00000171496	OR1L8	0	0	1	0	0	0	1	0
ENSG00000171497	PPID	2737	2243	2263.572	2286.213	6531	7654.955	2659.652	2565.482
ENSG00000171501	OR1N2	0	0	0	0	0	0	0	0
ENSG00000171502	COL24A1	1010	928	108	58.044	19	20	41.002	24
ENSG00000171503	ETFDH	1468.97	1331	930	557.004	2003	2523.999	1587.458	1384.946
ENSG00000171505	OR1N1	0	0	0	0	0	0	1	0
ENSG00000171509	RXFP1	0	2	23	19	0	2	0	0
ENSG00000171517	LPAR3	11	6	2219.453	1704.284	0	0	33.095	10
ENSG00000171522	PTGER4	69	97	134	194.999	0	0	761	547.076
ENSG00000171530	TBCA	8480.999	7563.001	1719.245	1098.544	12726	16120.737	11831.176	11656.653
ENSG00000171532	NEUROD2	0	0	2	3	0	0	0	1
ENSG00000171533	MAP6	25	9	194	116	0	0	212	179
ENSG00000171540	OTP	425	591	3	0	5	9	20	12
ENSG00000171551	ECEL1	0	0	3023.556	3262.386	0	0	121	120.001
ENSG00000171552	BCL2L1	6882.001	6691	10505.987	13011.794	14579	17289	5317.384	5819.899
ENSG00000171557	FGG	0	0	1	1	0	6	0	0
ENSG00000171560	FGA	0	0	0	0	2	0	0	0
ENSG00000171561	OR2AT4	0	0	4	4	62	114	0	0
ENSG00000171564	FGB	0	1	2	0	2	0	4	1
ENSG00000171566	PLRG1	5047.001	4975.002	5030.173	2290.7	6936.999	8105.261	4849.544	4449.089
ENSG00000171570	RAB4B-EGLN2	14.589	17.706	29.168	119.687	13.41	61.742	13.573	10.091
ENSG00000171574	ZNF584	573.01	504.021	380.048	332.633	1521.001	2448.999	924.629	1056.038
ENSG00000171587	DSCAM	0	0	17	30	0	0	12323.82	18136.722
ENSG00000171595	DNAI2	11	7	15	32	0	0	2	0
ENSG00000171596	NMUR1	0	3	345.243	379	29.086	26	6	5
ENSG00000171603	CLSTN1	5783.999	6204.001	8041.326	12837.886	2232	3020	10644.802	11688.664
ENSG00000171604	CXXC5	6138.001	6458	8247.149	7658.135	6236	7945.032	14524.35	19183.194
ENSG00000171606	ZNF274	1553.999	1464.001	1991.836	1750.456	3128	4242.996	2994.581	3682.922
ENSG00000171608	PIK3CD	15296.412	17347.998	6084.192	7216.323	2574.001	3226.153	180.121	158.425
ENSG00000171611	PTCRA	45	6	1	0	2	9	0	0
ENSG00000171612	SLC25A33	1614.243	1691.996	2351.611	1315.255	3727	3888.039	1010.413	981
ENSG00000171617	ENC1	6720	6437.001	1423.127	947.999	180	293	4507.14	3028.062
ENSG00000171621	SPSB1	195	111	978	1005.039	34	2	1061	1249.275
ENSG00000171631	P2RY6	28	22	9	11	0	0	22.999	68
ENSG00000171634	BPTF	8186.826	7854.803	21747.823	13031.859	3787	6771.069	47506.186	40780.936
ENSG00000171643	S100Z	11	1	3	6	0	0	0	0
ENSG00000171649	ZIK1	292	309.001	4201.701	2472.774	31	21	6.508	3.874
ENSG00000171657	GPR82	54	56	1	0	0	0.879	2.376	0
ENSG00000171658	RP11-443P15.2	15	6	0	3	25	73	11	17
ENSG00000171659	GPR34	10	3	0	0	0	8	0	0
ENSG00000171671	SHANK2-AS3	1	0	0	0	0	0	3.022	2
ENSG00000171680	PLEKHG5	133.999	153.999	3574.181	4891.388	31	32	914.331	1269.522
ENSG00000171681	ATF7IP	3743	3542.999	10851.658	11224.381	1156	1624	6480.239	5987.822
ENSG00000171695	C20orf201	0	0	28	38	0	0	2	7
ENSG00000171700	RGS19	4271	4707.999	1605.999	1788.001	1369	1782.999	815	1163.919
ENSG00000171703	TCEA2	972	1266.002	2773.465	3869.312	447	602.999	2083.567	2915.339
ENSG00000171711	DEFB4A	0	0	0	0	0	0	0	0
ENSG00000171714	ANO5	1300	957	645.265	313	118	62	34	20
ENSG00000171720	HDAC3	8658	8146	12790.143	11617.705	9821	10447	6383.015	6867.711
ENSG00000171722	C1orf111	0	0	0	0	0	1	0	0
ENSG00000171723	GPHN	2793	2655.999	1704.593	977.271	793.084	980	3670.969	4360.186
ENSG00000171724	VAT1L	14	19	11554.849	6532.341	0	0	288	168
ENSG00000171729	TMEM51	419	326	1326.025	1219.065	79	138	733	899.084
ENSG00000171735	CAMTA1	1722.999	1608	2230.643	1657.585	2013	2593	3914.038	3549.148
ENSG00000171747	LGALS4	7	6	23.002	26	0	17	33.003	32
ENSG00000171757	LRRC34	202.999	144.001	482.021	295.001	0	0	4	0
ENSG00000171759	PAH	33	13	384.001	311	4	13	18	14
ENSG00000171763	SPATA5L1	1212	1403.001	887	1013.304	1631.001	1915	753.032	738.999
ENSG00000171766	GATM	5301	4992.001	1648	1243.772	38	8	68	60
ENSG00000171772	SYCE1	0	0	0	0	0	2	0	0
ENSG00000171773	NXNL1	0	0	0	0	0	0	0	0
ENSG00000171777	RASGRP4	766.062	830	575.01	714.972	481.204	623.092	4.192	1.305
ENSG00000171786	NHLH1	99	151	153	160.013	149	185	19	18
ENSG00000171790	SLFNL1	13	25	0	1	9	5	11	15
ENSG00000171791	BCL2	4524	4168	142	172.999	94	75	206	375
ENSG00000171792	RHNO1	3066.998	2436.995	5732.219	3821.116	2116	2062	4437.973	4776.879
ENSG00000171793	CTPS1	6369.999	6116.999	5868.169	5025.492	8746	9553	7826.173	9170.168
ENSG00000171794	UTF1	0	0	42	74.009	8	24	0	0
ENSG00000171798	KNDC1	0	0	3149.809	4100.399	0	14	193	420
ENSG00000171804	WDR87	0	0	1	0	0	0	10	2
ENSG00000171806	METTL18	531	514	133	71.282	748	883	1092.02	838.227
ENSG00000171811	TTC40	8	0	302.002	364.998	0	0	108	105.001
ENSG00000171812	COL8A2	2	4	647	648	1	19	2	3
ENSG00000171813	PWWP2B	61	39	1079	1532.089	446	459	419	803
ENSG00000171815	PCDHB1	0	0	15	16	0	0	2	0
ENSG00000171817	ZNF540	26	21	10.008	0	34	50.001	5	17
ENSG00000171819	ANGPTL7	0	1	0	0	0	0	1	0
ENSG00000171823	FBXL14	1742	1940	2319	2164.136	744	784	776	889
ENSG00000171824	EXOSC10	8098.16	7479.001	9762.348	6250.07	12839.949	17530.065	10400.603	11498.459
ENSG00000171827	ZNF570	103	55.001	157	111	13	30	254	217
ENSG00000171840	NINJ2	666.999	586	50.999	52.001	132	149	5	0
ENSG00000171843	MLLT3	3203.001	2921.999	880.006	414.031	1	1	1552	1606.01
ENSG00000171847	FAM90A1	102	98	36.924	84.872	32	0	2.54	5.066
ENSG00000171848	RRM2	16023.693	15798.737	5818.966	3797.439	13757.98	18518.707	14697.838	18656.587
ENSG00000171853	TRAPPC12	2574.001	3217	3548.592	4825.72	2455.999	3032.482	1909.002	2425
ENSG00000171855	IFNB1	0	0	0	0	0	0	1	0
ENSG00000171858	RPS21	21453	29924	36695.172	34938.582	25561.996	30501.794	37976.417	40561.104
ENSG00000171860	C3AR1	7	8	0	0	393	567	0	0
ENSG00000171861	RNMTL1	1817	2107.02	941.04	826.96	1214.001	1714.62	1227	1674.357
ENSG00000171862	PTEN	9748.152	8858.127	2781.958	1840.238	2272.409	2989.787	8375.128	8141.15
ENSG00000171863	RPS7	73519.077	70630.636	36906.124	18663.097	63895.441	79817.241	40706.927	47046.669
ENSG00000171864	PRND	0	1	22.154	8	0	0	1	3
ENSG00000171865	RNASEH1	2520.001	2704	1529.713	1498.98	3958	4735	2738.95	3286.97
ENSG00000171867	PRNP	771	667	3877.081	2289.025	2628.999	3285.003	3536.001	2990.436
ENSG00000171872	KLF17	0	1	0	0	0	6	2.952	0
ENSG00000171873	ADRA1D	11	13	92	106	2	76	7	1
ENSG00000171877	FRMD5	110	97	1671.816	1320.016	0	0	520.001	505
ENSG00000171885	AQP4	0	0	173.411	85	0	0	0	0
ENSG00000171889	MIR31HG	0	0	13	4	0	0	0	0
ENSG00000171903	CYP4F11	0	0	0	0	0	0	934.899	1056.787
ENSG00000171914	TLN2	75	110	4809.001	5627.723	40	64	1594.001	2480
ENSG00000171916	LGALS9C	43.893	104.745	2.866	6.021	0	0	2	0
ENSG00000171928	TVP23B	1849.104	1712.267	1306.354	595.727	911.069	1212.733	2978.833	2965.27
ENSG00000171931	FBXW10	0	0	1	3.319	0	0	44.851	47.597
ENSG00000171936	OR10H3	0	0	0	0	0	0	0	0
ENSG00000171940	ZNF217	10481	9789	5364.31	4130.893	4728	4733.999	48380.332	40656.68
ENSG00000171942	OR10H2	0	0	0	0	0	0	0	0
ENSG00000171943	SRGAP2C	93.574	44.826	417.266	404.437	337.399	317.618	769.405	1099.964
ENSG00000171944	OR52A5	0	0	3	1	0	1	0	0
ENSG00000171951	SCG2	1	0	100.157	47	110	207	50	33
ENSG00000171953	ATPAF2	1463.999	1555.001	1524.999	1627.543	620	889.999	900.999	1247.999
ENSG00000171954	CYP4F22	0	3	0	2	0	0	8	22
ENSG00000171956	FOXB1	0	0	191	405	0	0	0	0
ENSG00000171960	PPIH	3891.997	3632	3761.517	2108.035	11201	15109.999	3968.999	4823.623
ENSG00000171962	LRRC48	0	2	22.999	8	25	21	249.263	220.042
ENSG00000171970	ZNF57	352	365	604.517	379	599	687	491	556
ENSG00000171984	C20orf196	775.098	747	344.037	214.001	249	315	119.999	101
ENSG00000171987	C11orf40	0	0	0	0	0	0	0	0
ENSG00000171988	JMJD1C	7016	6289	18970.265	11391.186	5664	8354	8602.107	7270.121
ENSG00000171989	LDHAL6B	0	0	1	2	0	0	0	0
ENSG00000171992	SYNPO	3013	3074	480	627.316	0	7	263	381
ENSG00000171999	OR52P2P	0	0	0	0	0	0	0	0
ENSG00000172000	ZNF556	0	0	0	0	5	7	1.006	2.007
ENSG00000172005	MAL	59	65	0	0	0	0	2	2
ENSG00000172006	ZNF554	232.992	164	416.032	419.152	205.999	172.047	339.721	304.098
ENSG00000172007	RAB33B	1049	840	1188.184	982.219	525	464.033	1615.816	1457.597
ENSG00000172009	THOP1	10523.001	12648.001	10858.384	12795.606	8581.999	11805	1720.206	2701.054
ENSG00000172014	ANKRD20A4	58.242	16.464	7.961	0	36.404	78.939	0	0
ENSG00000172016	REG3A	0	0	0	0	0	0	0	0
ENSG00000172020	GAP43	0	1	1223.465	874	0	7	0	0
ENSG00000172023	REG1B	0	0	0	0	0	0	0	0
ENSG00000172031	EPHX4	0	0	37	20	0	0	133	172
ENSG00000172037	LAMB2	18	10	18271.302	23123.47	1382.999	1601.151	10380.867	16353.867
ENSG00000172046	USP19	6840.002	7269.999	10165.464	11235.099	5871.993	7223.704	5412	6401.948
ENSG00000172053	QARS	19165.001	20160.001	34407.122	35625.59	12537.998	16832.644	12735.373	12399.067
ENSG00000172057	ORMDL3	5005	4699.999	6039.645	6905.548	2664	3171.999	1394.011	1544
ENSG00000172058	SERF1A	48.123	49.918	182.131	111.071	31.687	74.73	146.827	109.18
ENSG00000172059	KLF11	26	25	2637.031	1983	1110	1484	2899.001	2398.013
ENSG00000172061	LRRC15	0	0	57	49	0	0	17	36
ENSG00000172062	SMN1	4816.112	3942.319	2077.502	2032.939	7192.177	10536.753	4969.017	4069.032
ENSG00000172071	EIF2AK3	3415.494	3329	1667.236	833.04	894.983	801	3565.001	3416.819
ENSG00000172073	TEX37	0	6	46	27	0	0	4	1
ENSG00000172081	MOB3A	15508.861	17430.983	2115	1925.736	1320.933	1666	994.325	1269.749
ENSG00000172086	KRCC1	860	672	549	217.001	230	197	3657.741	3049.086
ENSG00000172113	NME6	1775	1604.001	950.427	920.166	1643	1982.999	1402.123	1592.755
ENSG00000172115	CYCS	21698.217	20501.89	8214.521	3541.119	38347	37859	10695.268	11112.189
ENSG00000172116	CD8B	0	0	51.886	33	0	0	0	0
ENSG00000172123	SLFN12	1143	650.001	179	106	9	0	0	0
ENSG00000172137	CALB2	5	0	232	242	0	0	2	13
ENSG00000172139	SLC9C1	0	0	14.999	9	0	0	0	0
ENSG00000172146	OR1A1	0	0	0	0	0	0	0	0
ENSG00000172148	AC005255.6	0	0	0	0	0	0	0	0
ENSG00000172150	OR1A2	0	0	0	0	0	0	0	0
ENSG00000172154	OR8I2	0	0	0	0	0	0	0	0
ENSG00000172155	LCE1D	0	0	0	0	0	0	0	0
ENSG00000172156	CCL11	0	0	0	0	0	0	0	0
ENSG00000172159	FRMD3	44	26	56	58.004	54	46.085	211.286	407.457
ENSG00000172164	SNTB1	76	153	1745.643	1328.967	0	0	296	232
ENSG00000172167	MTBP	972	858	661.025	357	1699.001	1922.001	1758.999	1811.39
ENSG00000172171	TEFM	790	662	526.895	223.087	1193	1222	559	581.999
ENSG00000172172	MRPL13	3804.999	2919	3108.703	1279.559	4800	6981	3529	4003.178
ENSG00000172175	MALT1	7178	6205.999	2162.174	1058.955	58	39	2265	1748.13
ENSG00000172179	PRL	1423	1458	0	0	0	0	0	0
ENSG00000172183	ISG20	4387	5641.999	295.382	311.088	32.999	70.999	358.038	415.015
ENSG00000172186	HMGN1P35	0	0	0	0	0	0	1	0
ENSG00000172188	OR4C11	0	0	0	0	0	0	0	0
ENSG00000172197	MBOAT1	1862	1537	1020	857.201	1118	1354.585	2689	3184.381
ENSG00000172199	OR8U1	0	0	0	0	0	0	0	0
ENSG00000172201	ID4	0	0	401	731.528	0	0	646.008	683
ENSG00000172208	OR4X2	0	0	0	0	0	0	0	0
ENSG00000172209	GPR22	0	0	3	0	0	0	0	0
ENSG00000172215	CXCR6	15	0	0	0	0	0	2	1
ENSG00000172216	CEBPB	628	740	1074.211	1637.75	3826	5935	865	1249.756
ENSG00000172232	AZU1	3	10	102.999	172.906	172	195	5.685	1
ENSG00000172236	TPSAB1	0	0	6.391	24.036	0	0	0	0
ENSG00000172238	ATOH1	0	0	9	18	0	0	0	1
ENSG00000172239	PAIP1	3420	3263.417	4138.579	2669.788	6880	8832.26	10334.63	8534.932
ENSG00000172243	CLEC7A	1	2	19.003	13.002	0	0	25.003	36.999
ENSG00000172244	C5orf34	686.001	595	912.883	551.006	1669.001	2120.001	987.011	1100
ENSG00000172247	C1QTNF4	0	0	430	443.001	0	0	1	7
ENSG00000172250	SERHL	0	10.017	435.098	209.57	379.283	504.535	11.71	2.338
ENSG00000172260	NEGR1	0	1	153.013	85.001	0	0	229.006	276.004
ENSG00000172262	ZNF131	2987.999	2526	2816.327	1803.194	4913.001	7084	6465.537	5768.626
ENSG00000172264	MACROD2	415	399	59.003	53.018	0	0	938.551	847.679
ENSG00000172269	DPAGT1	2889.998	2754.999	19707.313	15526.67	4036	4738.999	11147.847	12063.903
ENSG00000172270	BSG	10699.999	14298.999	106128.196	114830.995	15496	25525	11241.596	20150.245
ENSG00000172273	HINFP	1831.002	1728.001	3838.052	3192.105	1913.001	2310.028	2914.627	2898.945
ENSG00000172288	CDY1	0	0	0	0	0	0	0	0
ENSG00000172289	OR10V1	0	0	0	0	0	0	0	0
ENSG00000172292	CERS6	3240.996	3091	3280.749	1774.419	2141	2499	6315.814	5907.268
ENSG00000172294	CSPG4P4Y	0	0	0	0	0	0	0	0
ENSG00000172296	SPTLC3	6	0	35	15	0	0	138.001	154
ENSG00000172297	GOLGA2P3Y	0	0	0	0	0	0	0	0
ENSG00000172301	COPRS	1376	1589.999	2087.939	1421.031	2091	2795.999	1092.003	1344.221
ENSG00000172315	TP53RK	2609	2414	2195.714	2062.679	2819	2838	2403.058	2080.154
ENSG00000172318	B3GALT1	4.998	4.001	3213.836	1806.04	0	7.023	41.789	32.366
ENSG00000172320	OR5A1	0	0	3	2	0	0	0	0
ENSG00000172322	CLEC12A	1	0	0	0	0	0	2	0
ENSG00000172324	OR5A2	0	0	0	0	0	0	0	0
ENSG00000172331	BPGM	1120	745	1063.235	528.024	1243	1846	733	718
ENSG00000172332	AC012005.2	0	0	0	2.018	0	0	0	2.007
ENSG00000172336	POP7	3953	4466	6112.332	6611.509	6199	6458	1309	2030.692
ENSG00000172339	ALG14	827	783.674	607.088	351.444	522	598.997	429.286	432.088
ENSG00000172340	SUCLG2	3741.001	2838	1964.622	1047.54	2786	3599	4867.611	4560.001
ENSG00000172342	CSPG4P3Y	0	0	0	0	0	0	0	0
ENSG00000172345	STARD5	741.001	616	1119.174	983	308	335	613	717
ENSG00000172346	CSDC2	0	0	403.128	547.348	11	0	1	0
ENSG00000172348	RCAN2	0	0	1108.787	690	0	0	45	9
ENSG00000172349	IL16	7135	6934	10	6	2387.032	3284.283	45.003	42.001
ENSG00000172350	ABCG4	0	4	433	552.999	6	3	15	11
ENSG00000172352	CDY1B	0	0	0	0	0	0	0	0
ENSG00000172354	GNB2	7002.604	8356	17122.402	20522.14	10376.297	13277.999	8595.715	12094.507
ENSG00000172361	CCDC11	11	1	25	8.001	216.507	215.199	120.003	86
ENSG00000172362	OR5B12	0	0	2	0	0	9	0	0
ENSG00000172365	OR5B2	0	0	3	3	0	0	0	0
ENSG00000172366	FAM195A	3174.001	3966	3635.568	3645.79	4223.999	4946	366.999	599
ENSG00000172367	PDZD3	0	1	6	4	0	0	0	0
ENSG00000172375	C2CD2L	1424	1645.999	549.416	642.116	3687.999	4969	1523.256	2001.747
ENSG00000172377	OR9I1	0	0	0	0	0	0	0	0
ENSG00000172379	ARNT2	1	3	4157.249	3889.293	0	0	5054.467	4819.376
ENSG00000172380	GNG12	58	60	3350.027	1448.21	580	740	9050.087	7068.08
ENSG00000172381	OR6Q1	0	0	0	0	0	0	0	0
ENSG00000172382	PRSS27	105	90.003	599.243	713.052	9	3.069	164.23	255.281
ENSG00000172399	MYOZ2	0	0	0	0	0	0	8	7
ENSG00000172403	SYNPO2	8	15	170.999	155	0	0	326.311	234.099
ENSG00000172404	DNAJB7	0	0	0	0	0	0	0	0
ENSG00000172409	CLP1	1566.001	1476	2736.148	1738.001	1732	1996	904	903.007
ENSG00000172410	INSL5	0	0	0	0	0	0	1	0
ENSG00000172421	EFCAB3	0	0	0	0	0	0	2.001	2.01
ENSG00000172425	TTC36	16	8	4	11	17	8	14	11
ENSG00000172426	RSPH9	0	7	45	39.002	1	1	2	2
ENSG00000172428	MYEOV2	4053	4389	2622.326	2830.059	2845	3074	2347.46	3231.025
ENSG00000172432	GTPBP2	4629	4701	10661.978	10456.846	14508	20978.984	4617.238	4942.959
ENSG00000172456	FGGY	302	268.001	651.652	542.111	431	596.999	675.024	611.999
ENSG00000172457	OR9G4	0	0	0	0	0	0	0	0
ENSG00000172458	IL17D	41	65	74	75	9	4	143	172
ENSG00000172459	OR5AR1	0	0	6	1	0	0	0	0
ENSG00000172460	PRSS30P	198	208	46.999	84	35	17	7	6
ENSG00000172461	FUT9	0	0	791	442.001	0	0	3084.435	3082.145
ENSG00000172464	OR5AP2	0	1	0	0	0	0	0	0
ENSG00000172465	TCEAL1	737.988	683	242.183	158	130	281	2964.605	3311.842
ENSG00000172466	ZNF24	4367	3878.001	5625.184	2880.918	9931	13450	11104.002	9267
ENSG00000172468	HSFY1	0	0	0	0	0	0	0	0
ENSG00000172469	MANEA	1445.001	1170	693	326	1308	1273	1349	1339
ENSG00000172476	RAB40A	40.173	11.047	38.13	35.673	16	11	40.375	25.495
ENSG00000172478	C2orf54	0	0	14	10	2	4	657	573
ENSG00000172482	AGXT	0	0	7.998	3	0	0	5	10.781
ENSG00000172487	OR8J1	0	0	0	0	0	0	0	0
ENSG00000172489	OR5T3	0	0	0	0	0	0	0	0
ENSG00000172493	AFF1	7756.001	7972.999	8202.473	7105.194	6159.001	8078.803	4902.24	4514.019
ENSG00000172497	ACOT12	0	0	28	22	0	3	5	2
ENSG00000172500	FIBP	7308.001	7780.999	8207.405	7436.813	3324.002	3771.002	5179.865	6589.562
ENSG00000172508	CARNS1	25	60	249	286	12	6	84	121
ENSG00000172519	OR10H5	0	0	0	0	0	0	0	0
ENSG00000172530	BANP	731.297	833.593	2984.91	2945.467	1107.998	1048.986	1220.837	1801.562
ENSG00000172531	PPP1CA	19106.999	20721	26332.779	27383.907	11845.999	13812.087	15353.052	21690.564
ENSG00000172534	HCFC1	9853	14851.999	10284.17	18827.151	13435.027	16917.001	7020.178	8457.549
ENSG00000172538	FAM170B	0	1	0	0	7	16	0	0
ENSG00000172543	CTSW	184	91	0	1	0	1	3.02	4
ENSG00000172548	NIPAL4	684	680.999	18	14	0	0	3	0
ENSG00000172551	MUCL1	0	0	0	0	0	0	130	126.001
ENSG00000172554	SNTG2	0	0	833.001	802.168	0	0	6	4
ENSG00000172568	FNDC9	0	5	1	1	0	0	0	0
ENSG00000172572	PDE3A	462.079	445	749	417	0	0	11	9
ENSG00000172575	RASGRP1	3970.999	3445	352.071	199	31	68	16452.032	13903.126
ENSG00000172578	KLHL6	7320.662	6723	13	24.117	498	542.334	4.394	6.018
ENSG00000172586	CHCHD1	2463.004	3032	3042.742	2442.947	4173	4758	1961.997	2439
ENSG00000172590	MRPL52	5556.585	5416.509	3048.993	3278.524	5785.071	6740.241	1560.41	2130.626
ENSG00000172594	SMPDL3A	16	4	458	362.95	56	36	1500	1624
ENSG00000172602	RND1	236.666	253	1627.72	1368.196	1	30	288.391	254.04
ENSG00000172613	RAD9A	2446	2704.999	2567.078	2415	2071	2695	1639.621	2368.725
ENSG00000172638	EFEMP2	282.001	212	1253.998	1690.185	98	113.001	70	77
ENSG00000172640	OR10AD1	0	0	0	0	0	0	0	0
ENSG00000172650	AGAP5	646.065	752.662	816.913	643.03	648.769	736.629	419.844	488.769
ENSG00000172653	C17orf66	15	34.029	0	0	0	0	0	0
ENSG00000172660	TAF15	10379.002	10929	5217.725	4589.423	12122.999	18323.077	12385.737	12347.15
ENSG00000172661	FAM21C	3499.667	3493.258	1705.08	1327.579	2794.582	4380.008	4924.957	4372.893
ENSG00000172663	TMEM134	2336.998	2172	5044.631	5854.348	932.001	1126.256	1218	1700
ENSG00000172667	ZMAT3	8804	6925	1680.588	961.652	1053	950	5963.992	4911.347
ENSG00000172671	ZFAND4	1304	1063	494.001	309.247	106	255	290.001	205.041
ENSG00000172673	THEMIS	0	0	1	0	0	0	9.001	0
ENSG00000172680	MOS	0	0	0	0	0	0	0	0
ENSG00000172687	ZNF738	1470	1290.001	13625.61	9205.345	1122.001	1253	1931.316	2111.579
ENSG00000172689	MS4A10	0	0	1.001	0	0	0	3.015	3.001
ENSG00000172716	SLFN11	4210.494	3745.196	37.159	29.13	0	1	1097.032	1585.518
ENSG00000172717	FAM71D	7.609	0	9.783	9.01	0	0	17.056	20.587
ENSG00000172724	CCL19	1	0	0	0	0	0	0	0
ENSG00000172725	CORO1B	1925	2328	12444.477	13425.109	6663.999	9966.25	3880.642	6465.073
ENSG00000172728	FUT10	677	654	1189.014	886.156	1023.001	837	353	305
ENSG00000172731	LRRC20	2656	2530	4351.31	4909.573	1369	1314	1019.999	1301.063
ENSG00000172732	MUS81	4875	5543.999	2868.098	3566.183	6152	8335.007	1929.126	2635.158
ENSG00000172733	PURG	17	1	345	280	8	5	7	5
ENSG00000172738	TMEM217	158	128	73	19	145	191	49	35
ENSG00000172742	OR4D9	0	0	0	0	0	0	0	0
ENSG00000172746	RP11-344H11.4	0	1	7.066	7.001	1	2	11.302	4.001
ENSG00000172748	ZNF596	189.421	170.683	10.97	12.384	179.907	114.499	679.085	528.351
ENSG00000172752	COL6A5	0	0	10	1	2114	2707	0	0
ENSG00000172757	CFL1	79778.836	75515.016	99091.982	111766.375	44768.001	48838.867	73163.182	96755.244
ENSG00000172765	TMCC1	1430	1320	3479.465	1980.032	436	486	10004.774	9553.763
ENSG00000172766	NAA16	1647	1373	1902.001	1287.707	1049	1721.001	4241.732	3978.001
ENSG00000172769	OR5B3	0	0	0	0	0	0	0	0
ENSG00000172771	EFCAB12	139.035	126	102.029	105.088	95.061	102.552	49.222	50
ENSG00000172772	OR10W1	0	0	0	0	0	0	0	0
ENSG00000172774	OR1S1	0	0	0	0	0	0	0	0
ENSG00000172775	FAM192A	8008.994	6817	7374.917	5565.312	8254.269	10235.175	5394.169	5420.609
ENSG00000172780	RAB43	1435.213	2035.896	3156.234	4732.048	413.814	406.363	293.153	736.154
ENSG00000172782	FADS6	0	0	247	246.875	0	1.805	0	1
ENSG00000172785	CBWD1	4260.321	3798.177	1871.052	872.249	2112.431	3184.848	6009.426	6364.746
ENSG00000172789	HOXC5	0	0	0	0	16.715	48.61	35	58
ENSG00000172794	RAB37	340.003	289	878.804	908	0	1	537	823.085
ENSG00000172795	DCP2	4621	4038	3493.91	3016.978	6295	8535	5926.001	3997
ENSG00000172799	ZBTB8OSP2	0	0	0	0	0	0	0	0
ENSG00000172803	SNX32	19	22	122.001	154.002	0	0	12	10
ENSG00000172809	RPL38	34903.999	41999	9915.614	8920.064	23257.519	21268.859	13115.914	13610.672
ENSG00000172817	CYP7B1	484	559	15	18	0	2	0	0
